-- Logs begin at Thu 2022-09-29 11:40:16 UTC, end at Thu 2022-09-29 13:00:32 UTC. --
Sep 29 12:38:21 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Sep 29 12:38:22 ubuntu dstat.sh[91998]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Sep 29 12:38:22 ubuntu dstat.sh[91998]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Sep 29 12:43:43 ubuntu dstat.sh[91998]: 29-09 12:43:43| 23   5  72   0   0|1276M  197M  194M 6016M| 235k  230k|   0   248k|   0  17.0 |2153  4038 |1.59 1.63 1.13|1.0   0  18|   0     0 |   0     0 | 13   32    6    4    0
Sep 29 12:43:44 ubuntu dstat.sh[91998]: 29-09 12:43:44| 23   4  73   0   0|1310M  162M  194M 6016M|4464  1804 |   0   188k|   0  14.0 | 963  1244 |1.59 1.63 1.13|2.0   0 1.0|   0     0 |   0     0 | 13   32    6    4    0
Sep 29 12:43:45 ubuntu dstat.sh[91998]: 29-09 12:43:45| 22   3  73   0   0|1331M  142M  194M 6016M|  55k   54k|   0     0 |   0     0 |1210  1753 |1.59 1.63 1.13|1.0   0   0|   0     0 |   0     0 | 13   32    6    5    0
Sep 29 12:43:46 ubuntu dstat.sh[91998]: 29-09 12:43:46| 26   3  71   0   0|1331M  142M  194M 6016M| 337k  334k|   0   128k|   0  9.00 |2871  5421 |1.59 1.63 1.13|1.0   0   0|   0     0 |   0     0 | 13   33    6    5    0
Sep 29 12:43:47 ubuntu dstat.sh[91998]: 29-09 12:43:47| 24   2  71   0   0|1331M  141M  194M 6017M| 348k  343k|   0   144k|   0  12.0 |2779  5327 |1.59 1.63 1.13|1.0   0   0|   0     0 |   0     0 | 13   33    6    5    0
Sep 29 12:43:48 ubuntu dstat.sh[91998]: 29-09 12:43:48| 23   7  70   0   0|1275M  197M  194M 6017M| 187k  181k|   0   156k|   0  17.0 |2525  4291 |1.54 1.62 1.13|1.0   0  50|   0     0 |   0     0 | 13   32    6    5    0
Sep 29 12:43:49 ubuntu dstat.sh[91998]: 29-09 12:43:49| 23   3  74   0   0|1309M  163M  194M 6017M|5507  1728 |   0   152k|   0  8.00 | 967  1263 |1.54 1.62 1.13|1.0   0 1.0|   0     0 |   0     0 | 13   32    6    5    0
Sep 29 12:43:50 ubuntu dstat.sh[91998]: 29-09 12:43:50| 23   2  73   0   0|1333M  139M  194M 6017M| 109k  103k|   0   148k|   0  13.0 |1523  2431 |1.54 1.62 1.13|1.0   0   0|   0     0 |   0     0 | 13   33    6    6    0
Sep 29 12:43:51 ubuntu dstat.sh[91998]: 29-09 12:43:51| 24   2  72   0   0|1333M  139M  194M 6017M| 315k  312k|   0   104k|   0  9.00 |2221  4799 |1.54 1.62 1.13|1.0   0   0|   0     0 |   0     0 | 13   33    6    6    0
Sep 29 12:43:52 ubuntu dstat.sh[91998]: 29-09 12:43:52| 25   3  71   0   0|1333M  139M  194M 6017M| 341k  320k|   0   112k|   0  9.00 |2954  5127 |1.54 1.62 1.13|1.0   0 2.0|   0     0 |   0     0 | 13   33    6    7    0
Sep 29 12:43:53 ubuntu dstat.sh[91998]: 29-09 12:43:53| 25   4  71   0   0|1333M  139M  194M 6017M| 330k  310k|   0   172k|   0  12.0 |3265  5338 |1.50 1.61 1.13|1.0   0   0|   0     0 |   0     0 | 13   33    6    7    0
Sep 29 12:43:54 ubuntu dstat.sh[91998]: 29-09 12:43:54| 21   6  72   0   0|1299M  173M  194M 6017M|  30k   24k|   0     0 |   0     0 |1466  2166 |1.50 1.61 1.13|2.0   0  75|   0     0 |   0     0 | 13   32    6    7    0
Sep 29 12:43:55 ubuntu dstat.sh[91998]: 29-09 12:43:55| 22   2  74   0   0|1327M  145M  194M 6017M|5694  1728 |   0     0 |   0     0 | 979  1228 |1.50 1.61 1.13|1.0   0   0|   0     0 |   0     0 | 13   32    6    7    0
Sep 29 12:43:56 ubuntu dstat.sh[91998]: 29-09 12:43:56| 24   3  73   0   0|1273M  199M  194M 6017M| 135k  133k|   0   156k|   0  17.0 |1853  3199 |1.50 1.61 1.13|1.0   0  10|   0     0 |   0     0 | 13   32    6    7    0
Sep 29 12:43:57 ubuntu dstat.sh[91998]: 29-09 12:43:57| 22   4  73   0   0|1305M  167M  194M 6017M|4565  1891 |   0   156k|   0  8.00 |1203  1667 |1.50 1.61 1.13|1.0   0  43|   0     0 |   0     0 | 13   32    6    7    0
Sep 29 12:43:58 ubuntu dstat.sh[91998]: 29-09 12:43:58| 23   3  73   0   0|1333M  139M  194M 6017M|  56k   55k|   0   156k|   0  16.0 |1200  2386 |1.46 1.60 1.13|1.0   0   0|   0     0 |   0     0 | 13   32    6    7    0
Sep 29 12:43:59 ubuntu dstat.sh[91998]: 29-09 12:43:59| 20   9  71   0   0|1283M  189M  194M 6017M|  84k   81k|   0   172k|   0  18.0 |2176  3740 |1.46 1.60 1.13|1.0   0 131|   0     0 |   0     0 | 13   32    6    7    0
Sep 29 12:44:00 ubuntu dstat.sh[91998]: 29-09 12:44:00| 22   3  74   0   0|1312M  160M  194M 6017M|4675  2018 |   0   192k|   0  10.0 | 935  1910 |1.46 1.60 1.13|1.0   0 1.0|   0     0 |   0     0 | 13   32    6    7    0
Sep 29 12:44:01 ubuntu dstat.sh[91998]: 29-09 12:44:01| 24   2  73   0   0|1333M  139M  194M 6017M| 107k  105k|   0   228k|   0  17.0 |1526  2380 |1.46 1.60 1.13|1.0   0   0|   0     0 |   0     0 | 13   33    6    7    0
Sep 29 12:44:02 ubuntu dstat.sh[91998]: 29-09 12:44:02| 23   3  70   0   0|1334M  138M  194M 6017M| 322k  315k|   0   248k|   0  17.0 |2974  5205 |1.46 1.60 1.13|1.0   0 2.0|   0     0 |   0     0 | 13   33    6    7    0
Sep 29 12:44:03 ubuntu dstat.sh[91998]: 29-09 12:44:03| 23   4  71   1   0|1333M  138M  194M 6018M| 342k  315k|   0  3203k|   0   182 |3243  5111 |1.50 1.61 1.14|1.0   0   0|   0     0 |   0     0 | 13   33    6    7    0
Sep 29 12:44:04 ubuntu dstat.sh[91998]: 29-09 12:44:04| 22   4  73   0   0|1301M  170M  194M 6018M|  17k   15k|   0     0 |   0     0 |1088  1575 |1.50 1.61 1.14|1.0   0  19|   0     0 |   0     0 | 13   32    6    7    0
Sep 29 12:44:05 ubuntu dstat.sh[91998]: 29-09 12:44:05| 23   3  74   0   0|1326M  146M  194M 6018M|6390  1830 |   0    52k|   0  4.00 | 916  1190 |1.50 1.61 1.14|1.0   0   0|   0     0 |   0     0 | 13   32    6    7    0
Sep 29 12:44:06 ubuntu dstat.sh[91998]: 29-09 12:44:06| 24   3  72   0   0|1331M  140M  194M 6018M| 208k  204k|   0    72k|   0  6.00 |2183  3840 |1.50 1.61 1.14|1.0   0   0|   0     0 |   0     0 | 13   33    6    7    0
Sep 29 12:44:07 ubuntu dstat.sh[91998]: 29-09 12:44:07| 24   4  71   0   0|1331M  140M  194M 6018M| 315k  309k|   0   120k|   0  9.00 |2770  5107 |1.50 1.61 1.14|2.0   0   0|   0     0 |   0     0 | 13   33    6    7    0
Sep 29 12:44:08 ubuntu dstat.sh[91998]: 29-09 12:44:08| 23   6  70   0   0|1292M  179M  194M 6018M|  98k   94k|   0   800k|   0  19.0 |1940  3247 |1.46 1.60 1.14|2.0   0  51|   0     0 |   0     0 | 13   32    6    7    0
Sep 29 12:44:09 ubuntu dstat.sh[91998]: 29-09 12:44:09| 22   3  74   0   0|1323M  148M  194M 6018M|6548  1802 |   0   168k|   0  8.00 |1057  1360 |1.46 1.60 1.14|1.0   0   0|   0     0 |   0     0 | 13   32    6    7    0
Sep 29 12:44:10 ubuntu dstat.sh[91998]: 29-09 12:44:10| 23   4  73   0   0|1334M  137M  194M 6018M| 188k  186k|   0   128k|   0  12.0 |2059  3485 |1.46 1.60 1.14|2.0   0   0|   0     0 |   0     0 | 13   33    6    7    0
Sep 29 12:44:11 ubuntu dstat.sh[91998]: 29-09 12:44:11| 23   4  72   0   0|1334M  137M  194M 6018M| 340k  338k|   0   140k|   0  12.0 |2901  5225 |1.46 1.60 1.14|2.0   0   0|   0     0 |   0     0 | 13   33    6    7    0
Sep 29 12:44:12 ubuntu dstat.sh[91998]: 29-09 12:44:12| 24   3  71   0   0|1273M  198M  194M 6018M| 235k  228k|   0    76k|   0  7.00 |2445  4202 |1.46 1.60 1.14|2.0   0 8.0|   0     0 |   0     0 | 13   32    6    8    0
Sep 29 12:44:13 ubuntu dstat.sh[91998]: 29-09 12:44:13| 13  18  69   0   0|1274M  197M  194M 6018M|3290  1770 |   0    24k|   0  2.00 |2468  3822 |1.35 1.57 1.13|1.0   0 281|   0     0 |   0     0 | 13   32    6    8    0
Sep 29 12:44:14 ubuntu dstat.sh[91998]: 29-09 12:44:14| 12  19  69   0   0|1274M  197M  194M 6018M|3887  1944 |   0    56k|   0  7.00 |2418  3783 |1.35 1.57 1.13|2.0   0 303|   0     0 |   0     0 | 13   32    6    8    0
Sep 29 12:44:15 ubuntu dstat.sh[91998]: 29-09 12:44:15| 10  21  68   0   0|1274M  197M  194M 6018M|5866  1944 |   0    16k|   0  2.00 |2581  3935 |1.35 1.57 1.13|3.0   0 320|   0     0 |   0     0 | 13   32    6    8    0
Sep 29 12:44:16 ubuntu dstat.sh[91998]: 29-09 12:44:16|  9  19  70   0   0|1273M  198M  194M 6018M|3248  1802 |   0   240k|   0  3.00 |2468  3819 |1.35 1.57 1.13|1.0   0 283|   0     0 |   0     0 | 13   32    6    8    0
Sep 29 12:44:17 ubuntu dstat.sh[91998]: 29-09 12:44:17| 23  23  53   0   0|1273M  197M  194M 6018M|  26k 2870 |   0   100k|   0  4.00 |3151  8797 |1.35 1.57 1.13|1.0   0 301|   0     0 |   0     0 | 13   32    5    8    0
Sep 29 12:44:18 ubuntu dstat.sh[91998]: 29-09 12:44:18| 15  19  64   0   0|1277M  194M  194M 6019M|  14k 1728 |   0   812k|   0   131 |3552  5588 |1.32 1.56 1.13|1.0   0 216|   0     0 |   0     0 | 13   32    5    8    0
Sep 29 12:44:19 ubuntu dstat.sh[91998]: 29-09 12:44:19| 24  16  61   0   0|1289M  181M  194M 6019M|4156  1729 |   0     0 |   0     0 |2526  5351 |1.32 1.56 1.13|2.0   0  70|   0     0 |   0     0 | 13   32    5    8    0
Sep 29 12:44:20 ubuntu dstat.sh[91998]: 29-09 12:44:20| 27  13  58   0   0|1344M  126M  195M 6019M|6992  1827 |   0     0 |   0     0 |1842  2856 |1.32 1.56 1.13|1.0   0 148|   0     0 |   0     0 | 13   32    5    8    0
Sep 29 12:44:21 ubuntu dstat.sh[91998]: 29-09 12:44:21| 19   6  66   9   0|1366M  127M  194M 5999M|4855  1929 |  96k    0 |11.0     0 |1136  1634 |1.32 1.56 1.13|1.0   0 4.0|   0     0 |   0     0 | 13   32    5    8    0
Sep 29 12:44:22 ubuntu dstat.sh[91998]: 29-09 12:44:22| 25   5  70   0   0|1392M  118M  194M 5986M|  10k 3158 |   0  2934k|   0   263 |1936  2737 |1.32 1.56 1.13|1.0   0 6.0|   0     0 |   0     0 | 13   32    5    8    0
Sep 29 12:44:23 ubuntu dstat.sh[91998]: 29-09 12:44:23| 23   3  71   2   0|1400M  123M  194M 5974M|9948  6512 | 140k 1976k|4.00   210 |1478  1659 |1.29 1.55 1.13|1.0   0 4.0|   0     0 |   0     0 | 13   34    5    8    0
Sep 29 12:44:24 ubuntu dstat.sh[91998]: 29-09 12:44:24| 25   6  64   4   0|1408M  129M  194M 5960M| 129k  126k| 504k 6709k|5.00   680 |4817  8351 |1.29 1.55 1.13|1.0   0 4.0|   0     0 |   0     0 | 13   34    5    8    0
Sep 29 12:44:25 ubuntu dstat.sh[91998]: 29-09 12:44:25| 23  17  54   5   0|1456M  125M  194M 5917M|  31k   27k|1200k 7792k|18.0   539 |5443  9201 |1.29 1.55 1.13|1.0   0 102|   0     0 |   0     0 | 14   37    5   10    0
Sep 29 12:44:26 ubuntu dstat.sh[91998]: 29-09 12:44:26| 10  18  69   3   0|1456M  124M  194M 5917M|5007  2060 | 400k    0 |11.0     0 |2516  3945 |1.29 1.55 1.13|1.0 1.0 277|   0     0 |   0     0 | 14   37    5   10    0
Sep 29 12:44:27 ubuntu dstat.sh[91998]: 29-09 12:44:27| 11  16  69   1   0|1456M  123M  194M 5917M|3564  1728 | 260k   24k|9.00  6.00 |2365  3375 |1.29 1.55 1.13|1.0   0 215|   0     0 |   0     0 | 14   37    5    9    0
Sep 29 12:44:28 ubuntu dstat.sh[91998]: 29-09 12:44:28| 20  18  59   2   0|1445M  134M  194M 5918M|4276  1804 | 144k 4101B|3.00  1.00 |2966  8042 |1.27 1.54 1.13|1.0   0 104|   0     0 |   0     0 | 14   37    5    9    0
Sep 29 12:44:29 ubuntu dstat.sh[91998]: 29-09 12:44:29| 24  15  53   6   0|1468M  133M  194M 5896M|3442  2172 | 719k 2739k|29.9   281 |2716  4197 |1.27 1.54 1.13|7.0   0 130|   0     0 |   0     0 | 14   37    5    9    0
Sep 29 12:44:30 ubuntu dstat.sh[91998]: 29-09 12:44:30| 27  20  45   8   0|1491M  121M  193M 5886M|4637  2688 |1325k  132k|40.0  2.00 |2301  3700 |1.27 1.54 1.13|2.0   0 240|   0     0 |   0     0 | 14   37    5    9    0
Sep 29 12:44:31 ubuntu dstat.sh[91998]: 29-09 12:44:31| 33  23  42   3   0|1534M  120M  193M 5846M|  22k 1888 |1180k  676k|42.0   126 |2839  3701 |1.27 1.54 1.13|2.0 1.0 236|   0     0 |   0     0 | 14   37    5    9    0
Sep 29 12:44:32 ubuntu dstat.sh[91998]: 29-09 12:44:32| 26  16  46  11   0|1536M  135M  193M 5828M|  18k 2110 |2591k 8200B| 114  2.00 |3314  4901 |1.27 1.54 1.13|2.0   0  95|   0     0 |   0     0 | 14   37    5    9    0
Sep 29 12:44:33 ubuntu dstat.sh[91998]: 29-09 12:44:33| 46  21  30   1   0|1569M  122M  193M 5810M|5572  1770 | 156k    0 |14.0     0 |3368  5566 |1.33 1.55 1.13|3.0   0 146|   0     0 |   0     0 | 14   37    5    9    0
Sep 29 12:44:34 ubuntu dstat.sh[91998]: 29-09 12:44:34| 51  24  20   4   0|1630M  126M  192M 5746M|9920  6669 |1303k 2790k|88.9   326 |3562  5535 |1.33 1.55 1.13|4.0 1.0 282|   0     0 |   0     0 | 14   39    6    9    0
Sep 29 12:44:35 ubuntu dstat.sh[91998]: 29-09 12:44:35| 51  25  17   6   0|1688M  136M  192M 5680M|5828  1978 |2214k 4212k| 166   475 |4083  6227 |1.33 1.55 1.13|3.0   0 209|   0     0 |   0     0 | 15   39    6    9    0
Sep 29 12:44:36 ubuntu dstat.sh[91998]: 29-09 12:44:36| 57  18  14   9   0|1716M  161M  191M 5628M|7162  1726 |2628k  963k| 203   122 |3374  7004 |1.33 1.55 1.13|4.0   0  58|   0     0 |   0     0 | 15   39    6    9    0
Sep 29 12:44:37 ubuntu dstat.sh[91998]: 29-09 12:44:37| 66  24   8   2   0|1803M  128M  191M 5576M| 110k  106k| 140k 5132k|14.0   573 |4628  7448 |1.33 1.55 1.13|3.0   0 317|   0     0 |   0     0 | 15   53    6   10    0
Sep 29 12:44:38 ubuntu dstat.sh[91998]: 29-09 12:44:38| 36  19  43   0   0|1840M  132M  190M 5537M|4775  2000 |  44k 1042k|5.99   153 |2915  5207 |1.46 1.57 1.14|6.0   0 216|   0     0 |   0     0 | 15   53    6   10    0
Sep 29 12:44:39 ubuntu dstat.sh[91998]: 29-09 12:44:39| 45  17  38   1   0|1865M  125M  190M 5520M|  18k   15k| 417k   92k|35.1  4.01 |2843  5951 |1.46 1.57 1.14|2.0   0  62|   0     0 |   0     0 | 15   55    6   10    0
Sep 29 12:44:40 ubuntu dstat.sh[91998]: 29-09 12:44:40| 50  26  18   4   0|1919M  129M  189M 5464M|  57k   55k|5472k    0 | 139     0 |3389  5542 |1.46 1.57 1.14|3.0   0 257|   0     0 |   0     0 | 15   61    6   10    0
Sep 29 12:44:41 ubuntu dstat.sh[91998]: 29-09 12:44:41| 64  12  25   0   0|1997M  123M  188M 5395M|  94k   92k| 128k  480k|12.0  29.0 |3748  7875 |1.46 1.57 1.14|2.0   0  74|   0     0 |   0     0 | 15   72    6   11    0
Sep 29 12:44:42 ubuntu dstat.sh[91998]: 29-09 12:44:42| 50   8  40   1   0|2046M  125M  187M 5346M|7614  5812 |1207k  120k|28.0  7.99 |1744  2217 |1.46 1.57 1.14|3.0 1.0 8.0|   0     0 |   0     0 | 15   73    6   11    0
Sep 29 12:44:43 ubuntu dstat.sh[91998]: 29-09 12:44:43| 63  12  22   2   0|2104M  124M  184M 5293M| 205k  203k| 448k  216k|21.0  18.0 |3763  6966 |1.66 1.61 1.16|4.0   0 8.0|   0     0 |   0     0 | 15   79    6   12    0
Sep 29 12:44:44 ubuntu dstat.sh[91998]: 29-09 12:44:44| 59  18  22   0   0|2118M  152M  184M 5253M|  29k   15k| 376k  292k|31.0  20.0 |3478  5709 |1.66 1.61 1.16|3.0   0 135|   0     0 |   0     0 | 15   81    6   10    0
Sep 29 12:44:45 ubuntu dstat.sh[91998]: 29-09 12:44:45| 50   7  38   4   0|2145M  161M  183M 5218M|  66k   46k| 912k  256k|38.0  20.0 |2270  2654 |1.66 1.61 1.16|2.0   0 6.0|   0     0 |   0     0 | 15   83    6   10    0
Sep 29 12:44:46 ubuntu dstat.sh[91998]: 29-09 12:44:46| 42   5  52   0   0|2196M  127M  183M 5202M|  92k   86k|   0   140k|   0  8.00 |1630  2103 |1.66 1.61 1.16|2.0   0 1.0|   0     0 |   0     0 | 15   83    6    9    0
Sep 29 12:44:47 ubuntu dstat.sh[91998]: 29-09 12:44:47| 25   4  69   2   0|2214M  134M  182M 5179M| 102k   98k| 228k 7175k|31.0   542 |2931  3593 |1.66 1.61 1.16|4.0   0 2.0|   0     0 |   0     0 | 15   91    6    9    0
Sep 29 12:44:48 ubuntu dstat.sh[91998]: 29-09 12:44:48| 32   8  60   1   0|2169M  179M  182M 5179M| 138k  135k|   0   636k|   0  71.0 |2503  4094 |1.69 1.62 1.16|2.0   0  84|   0     0 |   0     0 | 15   90    6   10    0
Sep 29 12:44:49 ubuntu dstat.sh[91998]: 29-09 12:44:49| 20   4  72   4   0|2193M  153M  182M 5179M|4494  2257 | 556k  308k|45.0  16.0 |1175  1499 |1.69 1.62 1.16|2.0   0 1.0|   0     0 |   0     0 | 15   90    6   10    0
Sep 29 12:44:50 ubuntu dstat.sh[91998]: 29-09 12:44:50| 25   2  73   1   0|2218M  129M  182M 5179M|  14k 6758 |4099B  300k|1.00  22.0 |1143  1590 |1.69 1.62 1.16|2.0   0 2.0|   0     0 |   0     0 | 15   92    6   10    0
Sep 29 12:44:51 ubuntu dstat.sh[91998]: 29-09 12:44:51| 25   3  70   0   0|2228M  119M  182M 5179M| 207k  204k|  28k 1920k|2.00   139 |2298  3623 |1.69 1.62 1.16|1.0 1.0 2.0|   0     0 |   0     0 | 15   96    6   10    0
Sep 29 12:44:52 ubuntu dstat.sh[91998]: 29-09 12:44:52| 34   8  53   2   0|2177M  186M  182M 5164M| 209k  209k| 483k  835k|14.0   110 |2837  4618 |1.69 1.62 1.16|3.0 1.0  69|   0     0 |   0     0 | 15   94    6    9    0
Sep 29 12:44:53 ubuntu dstat.sh[91998]: 29-09 12:44:53| 49   9  41   2   0|2225M  137M  182M 5164M| 320k  284k|  84k  922k|8.01  95.2 |3385  4514 |1.72 1.63 1.17|2.0   0  43|   0     0 |   0     0 | 15   96    6    9    0
Sep 29 12:44:54 ubuntu dstat.sh[91998]: 29-09 12:44:54| 44   8  48   0   0|2293M  124M  181M 5111M|  60k   58k|   0   312k|   0  17.0 |1625  2159 |1.72 1.63 1.17|2.0   0 1.0|   0     0 |   0     0 | 15   98    6    9    0
Sep 29 12:44:55 ubuntu dstat.sh[91998]: 29-09 12:44:55| 43  10  47   0   0|2267M  151M  181M 5111M|  19k   18k|   0   320k|   0  17.0 |1685  2225 |1.72 1.63 1.17|2.0   0  60|   0     0 |   0     0 | 15   96    6   10    0
Sep 29 12:44:56 ubuntu dstat.sh[91998]: 29-09 12:44:56| 44   7  48   0   0|2337M  121M  181M 5071M|4636  2107 |  84k  292k|4.99  18.0 |1370  1750 |1.72 1.63 1.17|2.0   0 3.0|   0     0 |   0     0 | 15   96    6   10    0
Sep 29 12:44:57 ubuntu dstat.sh[91998]: 29-09 12:44:57| 44  10  46   1   0|2293M  215M  181M 5024M|  75k   74k| 124k 1504k|6.00  90.0 |2152  4009 |1.72 1.63 1.17|2.0   0  55|   0     0 |   0     0 | 15   96    6   11    0
Sep 29 12:44:58 ubuntu dstat.sh[91998]: 29-09 12:44:58| 44   8  47   1   0|2371M  137M  181M 5024M|4149  1801 | 132k   80k|4.01  6.01 |1620  1994 |1.74 1.63 1.17|2.0   0 9.0|   0     0 |   0     0 | 15   96    6   11    0
Sep 29 12:44:59 ubuntu dstat.sh[91998]: 29-09 12:44:59| 44   7  47   0   0|2444M  123M  181M 4965M|  29k   26k|4088B    0 |1.00     0 |1505  1843 |1.74 1.63 1.17|3.0   0 3.0|   0     0 |   0     0 | 15   98    6   11    0
Sep 29 12:45:00 ubuntu dstat.sh[91998]: 29-09 12:45:00| 43  11  46   1   0|2404M  179M  181M 4950M|  94k   89k| 368k  560k|25.0  72.0 |2522  3863 |1.74 1.63 1.17|3.0   0  87|   0     0 |   0     0 | 15  100    6   12    0
Sep 29 12:45:01 ubuntu dstat.sh[91998]: 29-09 12:45:01| 43  13  42   2   0|2444M  139M  181M 4950M|  92k   59k| 228k  192k|10.0  10.0 |2756  4500 |1.74 1.63 1.17|3.0   0  50|   0     0 |   0     0 | 15  102    6   13    0
Sep 29 12:45:02 ubuntu dstat.sh[91998]: 29-09 12:45:02| 42  10  44   2   0|2494M  128M  181M 4912M|  45k   43k| 326k  318k|9.93  22.8 |1843  2715 |1.74 1.63 1.17|4.0   0  28|   0     0 |   0     0 | 15  104    6   13    0
Sep 29 12:45:03 ubuntu dstat.sh[91998]: 29-09 12:45:03| 46  12  38   3   0|2450M  177M  181M 4907M| 349k  345k| 427k 1200k|13.1  70.5 |2698  4330 |2.00 1.69 1.19|2.0   0  68|   0     0 |   0     0 | 15  106    6   15    0
Sep 29 12:45:04 ubuntu dstat.sh[91998]: 29-09 12:45:04| 24   4  72   0   0|2475M  152M  181M 4907M|5768  1944 |  84k  436k|6.00  15.0 |1305  1772 |2.00 1.69 1.19|3.0   0 1.0|   0     0 |   0     0 | 15  106    6   15    0
Sep 29 12:45:05 ubuntu dstat.sh[91998]: 29-09 12:45:05| 31   4  65   0   0|2500M  127M  181M 4907M| 126k  124k|   0     0 |   0     0 |1597  2274 |2.00 1.69 1.19|2.0   0 2.0|   0     0 |   0     0 | 15  109    6   15    0
Sep 29 12:45:06 ubuntu dstat.sh[91998]: 29-09 12:45:06| 28   6  64   1   0|2450M  176M  181M 4907M| 178k  176k|   0  2738k|   0   270 |3369  5975 |2.00 1.69 1.19|3.0   0  53|   0     0 |   0     0 | 15  106    6   17    0
Sep 29 12:45:07 ubuntu dstat.sh[91998]: 29-09 12:45:07| 25   4  70   0   0|2483M  144M  181M 4907M|  18k   16k|   0   340k|   0  26.0 |1448  1978 |2.00 1.69 1.19|2.0   0 1.0|   0     0 |   0     0 | 15  106    6   17    0
Sep 29 12:45:08 ubuntu dstat.sh[91998]: 29-09 12:45:08| 25   3  72   0   0|2504M  122M  181M 4907M| 207k  206k|   0   208k|   0  14.0 |1525  2153 |1.92 1.68 1.19|1.0   0   0|   0     0 |   0     0 | 15  108    6   18    0
Sep 29 12:45:09 ubuntu dstat.sh[91998]: 29-09 12:45:09| 27   4  68   1   0|2518M  123M  181M 4892M| 246k  245k|   0   580k|   0  71.0 |2148  3602 |1.92 1.68 1.19|3.0   0 6.0|   0     0 |   0     0 | 15  111    6   18    0
Sep 29 12:45:10 ubuntu dstat.sh[91998]: 29-09 12:45:10| 34   9  56   0   0|2523M  134M  181M 4877M| 382k  377k|  44k 1180k|1.00   106 |2915  4544 |1.92 1.68 1.19|2.0   0  15|   0     0 |   0     0 | 15  113    6   18    0
Sep 29 12:45:11 ubuntu dstat.sh[91998]: 29-09 12:45:11| 46   8  45   1   0|2501M  156M  181M 4877M| 286k  284k|   0   776k|   0  52.0 |2457  3588 |1.92 1.68 1.19|3.0   0  71|   0     0 |   0     0 | 15  111    6   19    0
Sep 29 12:45:12 ubuntu dstat.sh[91998]: 29-09 12:45:12| 52   6  41   0   0|2537M  120M  181M 4877M| 419k  397k|   0   949k|   0  88.1 |2825  3807 |1.92 1.68 1.19|4.0   0 4.0|   0     0 |   0     0 | 15  113    6   18    0
Sep 29 12:45:13 ubuntu dstat.sh[91998]: 29-09 12:45:13| 53   7  38   1   0|2580M  124M  181M 4832M| 399k  388k| 136k 1067k|6.99  87.9 |2939  4189 |1.93 1.68 1.20|3.0   0 4.0|   0     0 |   0     0 | 15  115    6   18    0
Sep 29 12:45:14 ubuntu dstat.sh[91998]: 29-09 12:45:14| 42  10  44   2   0|2526M  208M  181M 4802M| 169k  165k| 152k 1223k|11.0   128 |3219  5180 |1.93 1.68 1.20|3.0   0  96|   0     0 |   0     0 | 15  113    6   19    0
Sep 29 12:45:15 ubuntu dstat.sh[91998]: 29-09 12:45:15| 43   9  46   1   0|2594M  139M  181M 4803M|4771  2694 | 950k  641k|12.0  30.1 |1988  2642 |1.93 1.68 1.20|2.0   0  64|   0     0 |   0     0 | 15  113    6   19    0
Sep 29 12:45:16 ubuntu dstat.sh[91998]: 29-09 12:45:16| 44   8  47   1   0|2672M  123M  181M 4742M|8756  6287 | 176k  727k|15.0  49.9 |1768  2268 |1.93 1.68 1.20|3.0   0 3.0|   0     0 |   0     0 | 15  113    6   19    0
Sep 29 12:45:17 ubuntu dstat.sh[91998]: 29-09 12:45:17| 53  10  36   0   0|2678M  147M  181M 4713M| 326k  323k|  88k 4295k|2.00   256 |3229  7581 |1.93 1.68 1.20|2.0   0  36|   0     0 |   0     0 | 15  115    6   20    0
Sep 29 12:45:18 ubuntu dstat.sh[91998]: 29-09 12:45:18| 44  12  42   2   0|2701M  124M  181M 4713M| 395k  393k|  20k 4873k|2.00   343 |3708  5949 |1.93 1.69 1.20|2.0   0  30|   0     0 |   0     0 | 15  117    6   20    0
Sep 29 12:45:19 ubuntu dstat.sh[91998]: 29-09 12:45:19| 43  15  38   2   0|2657M  182M  181M 4699M| 380k  377k| 264k  588k|15.0  41.0 |3214  5153 |1.93 1.69 1.20|2.0   0  92|   0     0 |   0     0 | 15  115    6   21    0
Sep 29 12:45:20 ubuntu dstat.sh[91998]: 29-09 12:45:20| 37  19  43   1   0|2685M  153M  181M 4700M| 177k  171k| 232k  389k|12.0  19.0 |2782  4497 |1.93 1.69 1.20|2.0   0 236|   0     0 |   0     0 | 15  115    6   21    0
Sep 29 12:45:21 ubuntu dstat.sh[91998]: 29-09 12:45:21| 50   5  44   0   0|2715M  123M  181M 4700M| 316k  313k|   0   379k|   0  32.9 |2311  3353 |1.93 1.69 1.20|2.0   0 1.0|   0     0 |   0     0 | 15  115    6   21    0
Sep 29 12:45:22 ubuntu dstat.sh[91998]: 29-09 12:45:22| 49   6  44   1   0|2736M  131M  181M 4671M| 468k  465k|   0   468k|   0  33.0 |2611  4097 |1.93 1.69 1.20|3.0   0 2.0|   0     0 |   0     0 | 15  117    6   21    0
